event,eventLabel,startDate,endDate
http://www.wikidata.org/entity/Q200790,Algerian War,1954-11-01T00:00:00Z,1962-09-09T00:00:00Z
http://www.wikidata.org/entity/Q200790,Algerian War,1954-11-01T00:00:00Z,1962-09-09T00:00:00Z
http://www.wikidata.org/entity/Q28136457,Bamileke War,1955-01-01T00:00:00Z,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q19309071,War of Secession in South Sudan,1955-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q823730,First Sudanese Civil War,1955-08-18T00:00:00Z,1972-03-27T00:00:00Z
http://www.wikidata.org/entity/Q4127808,Second Indochina War,1955-11-01T00:00:00Z,1975-04-30T00:00:00Z
http://www.wikidata.org/entity/Q8740,Vietnam War,1955-11-01T00:00:00Z,1975-04-30T00:00:00Z
http://www.wikidata.org/entity/Q42410504,Indonesian Leftists War,1956-01-01T00:00:00Z,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q49101,Suez Crisis,1956-10-29T00:00:00Z,1956-11-07T00:00:00Z
http://www.wikidata.org/entity/Q1640107,Ifni War,1957-10-23T00:00:00Z,1958-06-30T00:00:00Z
http://www.wikidata.org/entity/Q877450,Laotian Civil War,1959-05-23T00:00:00Z,1975-12-02T00:00:00Z
http://www.wikidata.org/entity/Q11942758,Ethiopian-Somali border conflict,1960-01-01T00:00:00Z,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1207604,Namibian War of Independence,1960-01-01T00:00:00Z,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q609836,Portuguese Colonial War,1961-02-04T00:00:00Z,1974-04-25T00:00:00Z
http://www.wikidata.org/entity/Q1780216,Angolan War of Independence,1961-02-04T00:00:00Z,1974-04-25T00:00:00Z
http://www.wikidata.org/entity/Q2652686,Kachin conflict,1961-02-05T00:00:00Z,2008
http://www.wikidata.org/entity/Q607257,Eritrean War of Independence,1961-09-01T00:00:00Z,1991-05-29T00:00:00Z
http://www.wikidata.org/entity/Q809687,First Kurdisch–Iraqi War,1961-09-11T00:00:00Z,1970-03-01T00:00:00Z
http://www.wikidata.org/entity/Q3921618,First Mafia War,1962-01-01T00:00:00Z,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1936011,Cold War (1962–1979),1962-01-01T00:00:00Z,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q521199,North Yemen civil war,1962-09-26T00:00:00Z,1970-12-01T00:00:00Z
http://www.wikidata.org/entity/Q42410520,First Rwanda War,1963-01-01T00:00:00Z,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q60769870,Kanyarwandan War,1963-01-01T00:00:00Z,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1271059,Shifta War,1963-01-01T00:00:00Z,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1361929,Indonesia–Malaysia confrontation,1963-01-20T00:00:00Z,1966-08-11T00:00:00Z
http://www.wikidata.org/entity/Q2609193,Guinea-Bissau War of Independence,1963-01-23T00:00:00Z,1974-09-10T00:00:00Z
http://www.wikidata.org/entity/Q1891008,Sand War,1963-09-25T00:00:00Z,1964-02-20T00:00:00Z
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War,1964-02-08T00:00:00Z,1964-04-02T00:00:00Z
http://www.wikidata.org/entity/Q2444955,Rhodesian Bush War,1964-07-04T00:00:00Z,1979-12-12T00:00:00Z
http://www.wikidata.org/entity/Q2002270,Mozambican War of Independence,1964-09-25T00:00:00Z,1974-09-08T00:00:00Z
http://www.wikidata.org/entity/Q2904516,War over Water,1964-11-01T00:00:00Z,1967-05-01T00:00:00Z
http://www.wikidata.org/entity/Q782474,Chadian Civil War of 1965–1979,1965-01-01T00:00:00Z,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1282732,Guatemalan Civil War,1965-03-03T00:00:00Z,1996-12-29T00:00:00Z
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965,1965-08-01T00:00:00Z,1965-09-23T00:00:00Z
http://www.wikidata.org/entity/Q42410540,First Uganda War,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6416407,Stanleyville Mutinies,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42410546,First Guatemala War,1966-01-01T00:00:00Z,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42410550,First Chad (FROLINAT) Rebellion,1966-01-01T00:00:00Z,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q979845,Naxalite–Maoist insurgency,1967-01-01T00:00:00Z,2008
http://www.wikidata.org/entity/Q817206,Cambodian Civil War,1967-03-11T00:00:00Z,1975-04-17T00:00:00Z
http://www.wikidata.org/entity/Q49077,Six-Day War,1967-06-05T00:00:00Z,1967-06-10T00:00:00Z
http://www.wikidata.org/entity/Q322607,War of Attrition,1967-07-01T00:00:00Z,1970-08-07T00:00:00Z
http://www.wikidata.org/entity/Q829875,Nigerian Civil War,1967-07-06T00:00:00Z,1970-01-15T00:00:00Z
http://www.wikidata.org/entity/Q223085,Hundred Hour War,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z
http://www.wikidata.org/entity/Q322607,War of Attrition,1969-03-01T00:00:00Z,1970-08-07T00:00:00Z
http://www.wikidata.org/entity/Q244932,Sino-Soviet border conflict,1969-03-02T00:00:00Z,1969-09-11T00:00:00Z
http://www.wikidata.org/entity/Q4850939,Years of Lead,1969-12-12T00:00:00Z,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42306431,Second Guatemala War,1970-01-01T00:00:00Z,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q154288,White September,1970-09-06T00:00:00Z,1971-07-17T00:00:00Z
http://www.wikidata.org/entity/Q371394,Bangladesh Liberation War,1971-03-26T00:00:00Z,1971-12-16T00:00:00Z
http://www.wikidata.org/entity/Q4200836,Indo-Pakistani Naval War of 1971,1971-12-02T00:00:00Z,1971-12-16T00:00:00Z
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971,1971-12-03T00:00:00Z,1971-12-16T00:00:00Z
http://www.wikidata.org/entity/Q42306428,First Burundi War,1972-01-01T00:00:00Z,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q124247757,Uruguayan Intrastate War,1972-04-15T00:00:00Z,1973
http://www.wikidata.org/entity/Q16126368,1972 North and South Yemen War,1972-09-26T00:00:00Z,1972-10-19T00:00:00Z
http://www.wikidata.org/entity/Q98805071,Dirty War in Chile,1973-01-01T00:00:00Z,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q49100,Yom Kippur War,1973-10-06T00:00:00Z,1973-10-26T00:00:00Z
http://www.wikidata.org/entity/Q4116897,Second Kurdish–Iraqi War,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q117230127,Persian Gulf Wars,1974-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q257724,Ethiopian Civil War,1974-09-12T00:00:00Z,1991-06-04T00:00:00Z
http://www.wikidata.org/entity/Q208484,Lebanese Civil War,1975-04-13T00:00:00Z,1990-10-13T00:00:00Z
http://www.wikidata.org/entity/Q796498,Third Indochina War,1975-05-01T00:00:00Z,1991-10-23T00:00:00Z
http://www.wikidata.org/entity/Q97381399,Civil War in East Timor in 1975,1975-08-11T00:00:00Z,1975-09-11T00:00:00Z
http://www.wikidata.org/entity/Q1093550,Western Sahara War,1975-10-30T00:00:00Z,1991-09-06T00:00:00Z
http://www.wikidata.org/entity/Q12055176,Angolan Civil War,1975-11-11T00:00:00Z,2002-04-04T00:00:00Z
http://www.wikidata.org/entity/Q635533,Cambodian–Vietnamese War,1977-04-30T00:00:00Z,1991-10-23T00:00:00Z
http://www.wikidata.org/entity/Q657661,Mozambican Civil War,1977-05-30T00:00:00Z,1992-10-04T00:00:00Z
http://www.wikidata.org/entity/Q1434602,Libyan–Egyptian War,1977-07-21T00:00:00Z,1977-07-24T00:00:00Z
http://www.wikidata.org/entity/Q318250,Ogden War,1977-07-23T00:00:00Z,1978-03-23T00:00:00Z
http://www.wikidata.org/entity/Q42306419,Third Guatemala War,1978-01-01T00:00:00Z,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q611071,Chadian–Libyan War,1978-01-01T00:00:00Z,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1519107,Afghan Conflict,1978-04-27T00:00:00Z,2008
http://www.wikidata.org/entity/Q4120294,Hundred Days' War,1978-07-01T00:00:00Z,1978-10-08T00:00:00Z
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z
http://www.wikidata.org/entity/Q623171,Sino-Vietnamese War,1979-02-17T00:00:00Z,1979-03-16T00:00:00Z
http://www.wikidata.org/entity/Q12207418,Yemenite War of 1979,1979-02-24T00:00:00Z,1979-03-19T00:00:00Z
http://www.wikidata.org/entity/Q1783607,Salvadoran Civil War,1979-10-15T00:00:00Z,1992-01-16T00:00:00Z
http://www.wikidata.org/entity/Q83085,Soviet-Afghan War,1979-12-25T00:00:00Z,1989-02-15T00:00:00Z
http://www.wikidata.org/entity/Q82664,Iran–Iraq War,1980-09-22T00:00:00Z,1988-08-20T00:00:00Z
http://www.wikidata.org/entity/Q443226,Contra insurgency,1981-01-01T00:00:00Z,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1760930,Paquisha War,1981-01-28T00:00:00Z,1981-02-05T00:00:00Z
http://www.wikidata.org/entity/Q3119017,Ugandan Bush War,1981-02-06T00:00:00Z,1986-01-25T00:00:00Z
http://www.wikidata.org/entity/Q107177113,Somaliland War of Independence,1981-04-06T00:00:00Z,1991-05-18T00:00:00Z
http://www.wikidata.org/entity/Q2258636,Second Mafia War,1981-04-23T00:00:00Z,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q209965,Casamance conflict,1982-01-01T00:00:00Z,2014-05-01T00:00:00Z
http://www.wikidata.org/entity/Q48249,Falklands War,1982-04-02T00:00:00Z,1982-06-14T00:00:00Z
http://www.wikidata.org/entity/Q652284,1982 Ethiopian–Somali Border War,1982-06-01T00:00:00Z,1982-08-01T00:00:00Z
http://www.wikidata.org/entity/Q49103,1982 Lebanon War,1982-06-06T00:00:00Z,1985-05-17T00:00:00Z
http://www.wikidata.org/entity/Q842380,Second Sudanese Civil War,1983-06-05T00:00:00Z,2005-01-09T00:00:00Z
http://www.wikidata.org/entity/Q1814745,Eelam War I,1983-07-23T00:00:00Z,1987-07-29T00:00:00Z
http://www.wikidata.org/entity/Q213394,Sri Lankan Civil War,1983-07-23T00:00:00Z,2009-05-18T00:00:00Z
http://www.wikidata.org/entity/Q27962823,Political events from 1984 to 1988 in New Caledonia,1984-01-01T00:00:00Z,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q68718107,Moba Wars,1984-11-01T00:00:00Z,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q580961,Agacher Strip War,1985-12-14T00:00:00Z,1985-12-30T00:00:00Z
http://www.wikidata.org/entity/Q1915188,Suriname Guerrilla War,1986-01-01T00:00:00Z,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1276892,South Yemen civil war,1986-01-13T00:00:00Z,1986-01-24T00:00:00Z
http://www.wikidata.org/entity/Q644589,Toyota War,1986-12-16T00:00:00Z,1987-09-11T00:00:00Z
http://www.wikidata.org/entity/Q303801,Lord's Resistance Army insurgency,1987-01-01T00:00:00Z,2008
http://www.wikidata.org/entity/Q381375,First Nagorno-Karabakh War,1988-02-20T00:00:00Z,1994-05-16T00:00:00Z
http://www.wikidata.org/entity/Q10360270,Bougainville conflict,1988-12-01T00:00:00Z,1998-04-20T00:00:00Z
http://www.wikidata.org/entity/Q2634899,Afghan Civil War (1989-2001),1989-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2405009,Afghan Civil War,1989-02-15T00:00:00Z,1992-04-27T00:00:00Z
http://www.wikidata.org/entity/Q29242,Georgian–Ossetian conflict,1989-11-10T00:00:00Z,2008
http://www.wikidata.org/entity/Q1477500,First Liberian Civil War,1989-12-24T00:00:00Z,1997-08-02T00:00:00Z
http://www.wikidata.org/entity/Q116960704,Battles of Sadarak,1990-01-15T00:00:00Z,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11050383,Eelam War II,1990-06-10T00:00:00Z,1995-01-09T00:00:00Z
http://www.wikidata.org/entity/Q37643,Gulf War,1990-08-02T00:00:00Z,1991-02-28T00:00:00Z
http://www.wikidata.org/entity/Q426722,Rwandan Civil War,1990-10-01T00:00:00Z,1993-08-04T00:00:00Z
http://www.wikidata.org/entity/Q285280,Transnistria War,1990-11-02T00:00:00Z,1992-07-21T00:00:00Z
http://www.wikidata.org/entity/Q42410581,Georgia War,1991-01-01T00:00:00Z,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42410622,Dniestrian Independence War,1991-01-01T00:00:00Z,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42410592,Nagorno-Karabakh War,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42410643,Algerian Islamic Front War,1991-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1143379,1991–1992 South Ossetia War,1991-01-05T00:00:00Z,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q243620,Somali Civil War,1991-01-26T00:00:00Z,2008
http://www.wikidata.org/entity/Q795269,Sierra Leone Civil War,1991-03-23T00:00:00Z,2002-01-18T00:00:00Z
http://www.wikidata.org/entity/Q68969,Croatian War of Independence,1991-03-31T00:00:00Z,1995-08-07T00:00:00Z
http://www.wikidata.org/entity/Q242352,Yugoslav Wars,1991-03-31T00:00:00Z,2001-08-13T00:00:00Z
http://www.wikidata.org/entity/Q1262084,Djiboutian Civil War,1991-10-01T00:00:00Z,1994-12-01T00:00:00Z
http://www.wikidata.org/entity/Q60820213,1991-92 Georgian coup d'état,1991-12-22T00:00:00Z,1992-01-06T00:00:00Z
http://www.wikidata.org/entity/Q1070890,Georgian Civil War of 1991-1993,1991-12-22T00:00:00Z,1993-12-31T00:00:00Z
http://www.wikidata.org/entity/Q42410655,Second Liberia War,1992-01-01T00:00:00Z,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q142529,Algerian Civil War,1992-01-11T00:00:00Z,2002-02-08T00:00:00Z
http://www.wikidata.org/entity/Q181533,War in Bosnia and Herzegovina,1992-04-06T00:00:00Z,1995-12-14T00:00:00Z
http://www.wikidata.org/entity/Q1980081,Afghan Civil War,1992-04-30T00:00:00Z,1996-09-27T00:00:00Z
http://www.wikidata.org/entity/Q1122110,Tajikistani Civil War,1992-05-05T00:00:00Z,1997-06-27T00:00:00Z
http://www.wikidata.org/entity/Q1069736,Croat–Bosniak War,1992-06-19T00:00:00Z,1994-02-23T00:00:00Z
http://www.wikidata.org/entity/Q1209169,War in Abkhazia,1992-08-14T00:00:00Z,1993-09-27T00:00:00Z
http://www.wikidata.org/entity/Q42410678,Second Cambodia Civil,1993-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3429692,55 Day War,1993-01-09T00:00:00Z,1993-03-06T00:00:00Z
http://www.wikidata.org/entity/Q48941560,Chechen Civil War,1993-06-04T00:00:00Z,1994-12-11T00:00:00Z
http://www.wikidata.org/entity/Q123775571,Inter-Bosnian Muslim War,1993-09-27T00:00:00Z,1995-08-07T00:00:00Z
http://www.wikidata.org/entity/Q647239,Burundi Civil War,1993-10-21T00:00:00Z,2005-05-15T00:00:00Z
http://www.wikidata.org/entity/Q42410697,Second Rwanda War,1994-01-01T00:00:00Z,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2025887,Quebec Biker war,1994-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1154912,Iraqi Kurdish Civil War,1994-05-01T00:00:00Z,1997-11-24T00:00:00Z
http://www.wikidata.org/entity/Q29269,First Chechen War,1994-12-11T00:00:00Z,1996-08-31T00:00:00Z
http://www.wikidata.org/entity/Q2337340,Cenepa War,1995-01-26T00:00:00Z,1995-02-28T00:00:00Z
http://www.wikidata.org/entity/Q11154636,Eelam War III,1995-04-19T00:00:00Z,2002-02-22T00:00:00Z
http://www.wikidata.org/entity/Q2002975,Nepalese Civil War,1996-02-13T00:00:00Z,2006-11-21T00:00:00Z
http://www.wikidata.org/entity/Q12302518,Afghan Civil War,1996-09-27T00:00:00Z,2001-10-07T00:00:00Z
http://www.wikidata.org/entity/Q838695,First Congo War,1996-10-24T00:00:00Z,1997-05-16T00:00:00Z
http://www.wikidata.org/entity/Q42410722,Third Rwanda War,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1021172,Republica oficina the Congo Civil War,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q190029,Kosovo War,1998-02-27T00:00:00Z,1999-06-11T00:00:00Z
http://www.wikidata.org/entity/Q832273,Eritrean–Ethiopian War,1998-05-06T00:00:00Z,2000-05-25T00:00:00Z
http://www.wikidata.org/entity/Q959303,1998 War in Abkhazia,1998-05-20T00:00:00Z,1998-05-26T00:00:00Z
http://www.wikidata.org/entity/Q1781457,Bissau-Guinean Civil War,1998-06-07T00:00:00Z,1999-05-10T00:00:00Z
http://www.wikidata.org/entity/Q75756,Second Congo War,1998-08-02T00:00:00Z,2003-06-30T00:00:00Z
http://www.wikidata.org/entity/Q110269620,Ontario Biker War,1999-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1960733,Second Liberian Civil War,1999-04-21T00:00:00Z,2003-08-18T00:00:00Z
http://www.wikidata.org/entity/Q404517,Kargil War,1999-05-03T00:00:00Z,1999-07-26T00:00:00Z
http://www.wikidata.org/entity/Q643925,War of Dagestan,1999-08-02T00:00:00Z,1999-09-14T00:00:00Z
http://www.wikidata.org/entity/Q120843,Second Chechen War,1999-08-26T00:00:00Z,2009-04-16T00:00:00Z
http://www.wikidata.org/entity/Q185729,War on Terror,2001-09-11T00:00:00Z,2008
http://www.wikidata.org/entity/Q182865,War in Afghanistan (2001–2021),2001-10-07T00:00:00Z,2021-08-30T00:00:00Z
http://www.wikidata.org/entity/Q42773422,Cote d'Ivoire War,2002-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q632787,Insurgency in the Maghreb (2002–),2002-04-11T00:00:00Z,2008
http://www.wikidata.org/entity/Q1021175,First Ivorian Civil War,2002-09-19T00:00:00Z,2007-03-04T00:00:00Z
http://www.wikidata.org/entity/Q42773505,Third Philippine-Moro War,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42773782,Third Aceh War,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q190758,War in Darfur,2003-02-26T00:00:00Z,2008
http://www.wikidata.org/entity/Q545449,Iraq War,2003-03-20T00:00:00Z,2011-12-15T00:00:00Z
http://www.wikidata.org/entity/Q47015896,Iraqi conflict,2003-03-20T00:00:00Z,2017-12-09T00:00:00Z
http://www.wikidata.org/entity/Q179275,insurgency in Khyber Pakhtunkhwa,2004-03-16T00:00:00Z,2008
http://www.wikidata.org/entity/Q327237,Kivu conflict,2004-06-02T00:00:00Z,2008
http://www.wikidata.org/entity/Q15059994,Iran–Israel proxy conflict,2005-08-03T00:00:00Z,2008
http://www.wikidata.org/entity/Q945700,Chad–Sudan Conflict,2005-12-18T00:00:00Z,2010-01-15T00:00:00Z
http://www.wikidata.org/entity/Q16118002,Palestinian separation,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17183365,Iraqi Civil War of 2006–2008,2006-02-22T00:00:00Z,2008-05-15T00:00:00Z
http://www.wikidata.org/entity/Q20855628,Tuareg Rebellion of 2006,2006-05-23T00:00:00Z,2006-07-04T00:00:00Z
http://www.wikidata.org/entity/Q49104,2006 Lebanon War,2006-07-12T00:00:00Z,2006-08-14T00:00:00Z
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV,2006-07-21T00:00:00Z,2007-07-11T00:00:00Z
http://www.wikidata.org/entity/Q16151540,Eelam War IV,2006-07-26T00:00:00Z,2009-05-18T00:00:00Z
http://www.wikidata.org/entity/Q475678,Mexican Drug War,2006-12-11T00:00:00Z,2008
http://www.wikidata.org/entity/Q1072042,War in Somalia (2006–2009),2006-12-20T00:00:00Z,2009-01-30T00:00:00Z
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007,2007-01-10T00:00:00Z,2008-07-01T00:00:00Z
http://www.wikidata.org/entity/Q10292592,Insurgency in Ingushetia,2007-07-21T00:00:00Z,2015-05-19T00:00:00Z
http://www.wikidata.org/entity/Q1354920,Djiboutian–Eritrean border conflict,2008-06-10T00:00:00Z,2008-06-13T00:00:00Z
http://www.wikidata.org/entity/Q620735,Russo-Georgian War,2008-08-07T00:00:00Z,2008-08-12T00:00:00Z